CustomerID,Age,AccountType,Balance,OpenDate,Status,CreditScore,Region,TransactionCount,HasLoan
C1029,33,Checking,7530.29,2023-01-26,Active,756,West,60,Yes
C1030,37,Checking,535.33,2019-12-09,Active,728,West,10,No
C1031,33,Checking,1106.11,2022-12-29,Churned,699,West,18,Yes
C1032,63,Savings,197.23,2018-12-26,Active,610,West,7,No
C1033,40,Savings,6130.48,2025-08-25,Active,679,South,52,Yes
C1034,28,Savings,3711.69,2021-08-02,Active,642,East,31,No
C1035,50,Checking,1015.13,2025-06-28,Active,655,East,13,No
C1036,26,Checking,19161.11,2021-11-24,Churned,653,South,134,No
C1037,43,Savings,4675.79,2018-09-23,Active,611,North,38,Yes
C1038,18,Savings,1811.59,2024-03-02,Active,542,South,21,Yes
C1039,25,Savings,4316.13,2024-01-30,Active,633,East,32,No
C1040,43,Checking,6979.49,2021-04-04,Active,693,East,57,No
C1041,49,Savings,625.81,2021-05-13,Churned,585,South,7,No
C1042,43,Savings,2077.05,2019-10-08,Active,681,South,21,No
C1043,39,Checking,10019.32,2025-11-08,Active,813,West,69,Yes
C1044,37,Savings,3843.39,2025-02-25,Churned,751,East,29,No
C1045,23,Savings,4895.58,2019-12-15,Active,795,North,41,No
C1046,32,Checking,3552.43,2022-01-20,Active,707,South,30,Yes
C1047,35,Checking,419.36,2023-09-15,Active,761,South,16,Yes
C1048,53,Savings,1237.33,2020-07-07,Active,629,South,23,Yes
C1049,45,Savings,3688.58,2019-05-13,Active,634,South,30,Yes
C1050,19,Checking,1558.15,2020-04-03,Churned,488,West,24,No
C1051,44,Savings,457.63,2019-07-23,Active,763,South,10,No
C1052,36,Checking,11283.94,2020-08-27,Active,787,West,78,No
C1053,32,Checking,23991.01,2023-07-17,Churned,641,West,164,Yes
C1054,48,Savings,9604.36,2018-04-18,Active,662,East,78,No
C1055,53,Checking,11686.06,2022-01-18,Active,627,West,88,No
C1056,52,Checking,1812.25,2024-03-19,Active,706,North,15,No
C1057,30,Savings,19558.05,2024-06-02,Churned,758,South,133,Yes
C1058,37,Checking,1465.85,2022-02-20,Active,558,East,10,No
C1059,44,Checking,18298.47,2023-03-30,Active,708,West,123,No
C1060,52,Savings,31726.88,2024-03-09,Active,660,South,222,Yes
C1061,35,Checking,7613.0,2019-06-16,Active,687,East,51,Yes
C1062,38,Checking,23975.46,2024-11-11,Active,712,East,162,Yes
C1063,27,Savings,5207.4,2018-12-20,Churned,666,North,46,No
C1064,26,Savings,1952.92,2018-09-27,Active,672,South,28,Yes
C1065,50,Checking,3596.81,2021-06-20,Active,665,West,31,Yes
C1066,57,Checking,5551.93,2022-06-19,Churned,747,South,48,No
C1067,40,Checking,605.34,2023-05-15,Active,709,South,11,No
C1068,53,Checking,5992.62,2023-11-24,Active,695,East,42,No
C1069,45,Savings,23986.32,2022-08-10,Active,591,South,161,Yes
C1070,33,Checking,1415.12,2022-08-05,Churned,653,North,12,No
C1071,45,Checking,9588.49,2024-06-12,Active,742,West,74,No
C1072,59,Checking,14459.2,2018-10-30,Active,682,North,109,No
C1073,40,Checking,17412.53,2019-05-29,Active,726,East,123,No
C1074,59,Savings,19483.63,2021-07-22,Active,803,South,143,No
C1075,18,Savings,4572.09,2025-03-16,Active,752,West,38,Yes
C1076,50,Savings,22864.43,2018-10-31,Active,686,East,167,Yes
C1077,42,Checking,8645.83,2023-01-18,Active,644,East,70,No
C1078,37,Savings,1208.07,2023-03-24,Active,501,North,20,Yes
C1079,42,Checking,4037.9,2025-08-17,Active,668,West,36,Yes
C1080,18,Savings,7752.14,2023-10-21,Active,657,North,66,Yes
C1081,38,Checking,1854.85,2021-11-12,Active,707,North,19,No
C1082,45,Checking,6290.17,2019-06-10,Active,669,North,51,No
C1083,58,Savings,6740.48,2024-03-08,Active,657,North,47,No
C1084,34,Checking,1215.44,2025-03-05,Active,555,South,16,No
C1085,31,Checking,5145.63,2024-08-04,Active,614,North,43,No
C1086,34,Checking,9010.65,2020-01-16,Active,713,South,67,Yes
C1087,51,Checking,4295.65,2019-06-13,Churned,800,South,37,Yes
C1088,44,Checking,223.06,2022-11-08,Active,673,South,15,No
C1089,34,Savings,204.48,2023-08-22,Churned,702,West,9,No
C1090,47,Checking,2799.94,2018-08-15,Active,746,East,25,Yes
C1091,42,Savings,15787.9,2019-05-24,Active,623,North,111,Yes
C1092,52,Savings,1707.89,2023-10-24,Churned,705,South,15,No
C1093,32,Savings,6186.7,2019-09-19,Active,628,South,44,Yes
C1094,37,Savings,1656.76,2021-05-30,Active,740,West,18,No
C1095,36,Savings,2478.73,2019-11-06,Active,690,South,26,Yes
C1096,23,Checking,11454.91,2019-10-26,Active,700,East,77,No
C1097,44,Savings,7980.75,2021-08-14,Active,625,South,63,No
C1098,44,Savings,751.57,2020-07-12,Active,729,West,13,Yes
C1099,41,Savings,3509.07,2021-11-18,Active,825,South,37,No
C1100,38,Savings,327.62,2023-10-27,Active,609,West,14,Yes
C1101,24,Savings,4083.84,2021-03-09,Suspended,656,North,31,No
C1102,35,Checking,6665.97,2018-11-20,Active,696,North,56,Yes
C1103,41,Checking,906.8,2020-10-23,Active,735,North,15,No
C1104,31,Checking,2195.53,2020-03-15,Churned,640,West,19,No
C1105,39,Savings,3193.36,2025-02-14,Active,481,West,28,No
C1106,45,Savings,15269.3,,Active,775,North,116,No
C1107,63,Savings,30143.74,2021-01-29,Active,733,North,209,No
C1108,43,Savings,425.71,2019-05-28,Active,557,North,12,Yes
C1109,41,Checking,8737.95,2025-01-04,Active,637,North,64,Yes
C1110,40,Checking,2938.65,2021-05-25,Active,789,East,20,No
C1111,18,Checking,3140.01,2024-11-21,Suspended,781,East,21,No
C1112,40,Savings,8571.01,2023-12-26,Active,745,West,67,Yes
C1113,41,Savings,15187.5,2019-01-18,Active,667,West,109,No
C1114,70,Savings,18236.87,2023-08-21,Active,685,East,133,No
C1115,38,Savings,5314.04,2025-03-10,Active,670,South,41,No
C1116,44,Checking,2800.79,2019-11-22,Churned,758,North,20,Yes
C1117,40,Checking,9444.27,2024-08-21,Active,618,North,72,Yes
C1118,26,Checking,1884.11,2024-07-06,Active,623,West,20,No
C1119,54,Checking,5131.7,2019-09-24,Active,750,North,46,No
C1120,50,Savings,2814.41,2019-12-03,Active,676,East,20,Yes
C1121,50,Checking,6563.7,2025-05-22,Active,776,West,46,Yes
C1122,30,Checking,1799.77,2025-01-01,Active,632,East,23,No
C1123,41,Checking,1426.14,2024-10-14,Churned,676,East,21,Yes
C1124,24,Savings,15173.74,2021-10-14,Active,615,South,110,No
C1125,48,Checking,794.2,2024-04-27,Churned,680,West,19,Yes
C1126,67,Savings,4380.81,2018-06-18,Active,576,West,42,No
C1127,29,Checking,1647.33,2018-04-27,Active,645,South,23,Yes
C1128,34,Savings,4161.3099999999995,2018-11-29,Churned,579,North,9,No
C1129,42,Savings,370.1,2018-07-06,Active,728,South,10,No
C1130,34,Savings,1305.84,2025-03-12,Active,730,East,17,Yes
C1131,41,Savings,12244.09,2024-06-20,Active,558,East,83,No
C1132,41,Checking,2141.72,2020-12-20,Active,773,East,23,No
C1133,28,Savings,4161.3099999999995,2025-04-21,Active,850,North,20,No
C1134,46,Checking,5378.22,2020-05-13,Active,683,West,37,No
C1135,29,Checking,3592.74,2024-06-01,Active,635,West,27,Yes
C1136,59,Savings,5356.27,2022-09-03,Active,850,West,43,No
C1137,31,Savings,4512.69,2024-12-06,Active,587,East,41,No
C1138,37,Savings,8682.18,2025-03-02,Active,681,East,69,No
C1139,50,Checking,2141.86,2018-05-05,Active,692,South,25,Yes
C1140,26,Savings,2762.92,2023-08-02,Churned,774,East,29,No
C1141,43,Checking,13621.24,2025-01-12,Active,705,South,92,Yes
C1142,56,Checking,17713.57,2024-02-13,Active,645,South,129,No
C1143,21,Checking,4161.3099999999995,2021-04-01,Churned,677,South,18,No
C1144,43,Savings,3412.66,2025-03-14,Active,656,South,35,No
C1145,44,Checking,9244.74,2021-05-22,Churned,609,South,71,No
C1146,50,Checking,4031.43,2023-06-02,Active,683,East,31,No
C1147,26,Checking,4279.43,2020-09-30,Active,640,West,38,No
C1148,25,Savings,1524.07,2025-09-06,Active,575,East,11,No
C1149,47,Checking,5516.15,2022-07-22,Active,767,North,51,No
C1150,44,Checking,1385.77,2021-05-03,Active,645,East,15,Yes
C1151,44,Checking,2566.89,2023-02-01,Active,591,North,26,No
C1152,45,Checking,11737.38,2018-10-26,Active,668,North,91,No
C1153,32,Checking,1542.17,2025-09-21,Active,684,West,11,No
C1154,43,Savings,592.9,2018-09-03,Active,557,West,11,No
C1155,44,Savings,579.02,2019-10-10,Active,703,South,11,Yes
C1156,32,Checking,17109.43,2022-12-06,Active,606,South,123,No
C1157,63,Savings,4392.51,2022-08-30,Active,799,North,44,Yes
C1158,46,Savings,3309.82,2023-06-07,Churned,716,North,30,Yes
C1159,26,Checking,10142.2,2023-03-18,Active,652,South,77,Yes
C1160,48,Savings,10990.97,2020-04-15,Churned,627,South,85,No
C1161,29,Savings,2572.52,2021-10-25,Active,672,West,23,Yes
C1162,50,Savings,7247.54,2024-10-20,Active,722,South,55,No
C1163,54,Checking,8997.42,2019-08-12,Active,678,East,65,Yes
C1164,31,Checking,6529.19,2021-07-04,Active,664,East,56,No
C1165,52,Checking,1136.38,2021-07-31,Active,684,West,12,No
C1166,45,Savings,12669.19,2021-11-15,Active,637,West,89,Yes
C1167,50,Checking,4797.37,2022-06-22,Active,655,South,34,Yes
C1168,63,Checking,2141.66,2019-06-20,Active,533,East,15,No
C1169,38,Savings,3472.69,2022-02-26,Active,748,East,35,No
C1170,31,Savings,379.77,2023-10-11,Active,700,East,17,No
C1171,30,Savings,970.88,2024-04-19,Active,625,South,16,Yes
C1172,31,Checking,8852.99,2019-03-11,Active,812,West,71,No
C1173,40,Checking,150.07,2021-07-31,Active,686,South,6,No
C1174,45,Checking,4161.3099999999995,2020-09-17,Active,607,South,19,No
C1175,44,Checking,4585.27,2023-03-26,Active,739,North,35,Yes
C1176,50,Checking,487.1,2019-05-17,Active,707,East,4,No
C1177,41,Savings,21838.91,2020-12-31,Active,707,East,156,No
C1178,41,Savings,1688.07,2023-01-16,Active,650,South,19,No
C1179,37,Savings,2326.15,2020-10-12,Active,711,South,25,No
C1180,73,Savings,2323.94,2019-08-01,Active,661,East,18,Yes
C1181,48,Savings,1721.44,2019-02-01,Churned,718,East,21,No
C1182,30,Checking,158.85,2018-07-27,Churned,546,East,2,No
C1183,28,Savings,7991.46,2021-04-03,Active,677,West,64,No
C1184,46,Savings,20589.46,2022-04-23,Active,800,West,142,No
C1185,38,Savings,1673.89,2024-11-25,Active,626,West,24,No
C1186,49,Savings,6676.87,2022-09-09,Active,637,East,56,No
C1187,46,Checking,8276.36,2020-10-13,Active,648,North,65,No
C1188,40,Checking,11470.06,2019-10-17,Active,594,North,77,Yes
C1189,30,Savings,3445.62,2021-09-03,Churned,525,West,27,Yes
C1190,22,Savings,2315.22,2024-06-24,Active,663,South,23,Yes
C1191,35,Checking,2510.88,2021-07-04,Active,689,West,18,No
C1192,51,Checking,7631.73,2020-02-17,Active,676,South,53,Yes
C1193,43,Checking,10332.39,2019-10-15,Active,669,East,77,No
C1194,26,Checking,1352.53,2023-08-03,Active,683,South,11,Yes
C1195,43,Savings,2931.18,2023-10-10,Suspended,751,North,33,No
C1196,45,Checking,14083.07,2023-03-28,Active,666,North,106,No
C1197,30,Checking,10010.87,2023-08-05,Active,639,East,71,No
C1198,42,Checking,25291.86,2021-06-17,Active,660,East,173,No
C1199,41,Checking,8570.6,2023-07-31,Active,720,East,60,No
C1200,27,Checking,3147.29,2018-04-05,Active,778,South,30,No
C1201,45,Checking,5508.93,2019-01-04,Active,636,North,41,Yes
C1202,47,Checking,6640.78,2022-05-30,Active,686,North,49,No
C1203,53,Savings,640.23,2023-09-02,Churned,703,East,18,Yes
C1204,53,Savings,4868.12,2023-02-16,Active,610,East,37,Yes
C1205,24,Savings,7563.21,2020-09-13,Active,681,South,51,Yes
C1206,29,Checking,1248.64,2020-05-31,Active,577,West,20,Yes
C1207,47,Savings,9252.02,2024-07-17,Active,556,North,63,No
C1208,47,Checking,5409.14,2021-12-16,Active,705,West,46,No
C1209,47,Checking,18397.11,2018-07-19,Active,653,South,125,No
C1210,85,Checking,410.09,2018-07-27,Active,694,West,17,No
C1211,47,Savings,1999.97,2021-02-26,Active,678,West,23,No
C1212,54,Savings,5671.1,2023-07-21,Active,611,West,49,Yes
C1213,52,Savings,2260.64,2024-09-13,Churned,676,North,18,No
C1214,48,Savings,7669.49,2025-05-03,Active,593,West,62,Yes
C1215,37,Savings,8687.88,2025-07-17,Active,777,North,65,No
C1216,50,Savings,798.96,2023-04-12,Active,585,North,11,Yes
C1217,31,Savings,4477.48,2021-03-16,Churned,666,South,42,No
C1218,38,Checking,4416.53,2024-01-08,Active,607,West,32,Yes
C1219,35,Savings,2915.37,2018-02-03,Active,719,South,24,No
C1220,41,Savings,16361.65,2019-03-17,Active,656,North,122,Yes
C1221,68,Savings,10694.37,2022-11-01,Active,643,South,83,Yes
C1222,18,Checking,7318.28,2019-07-03,Active,739,North,52,Yes
C1223,49,Checking,7667.44,2020-12-19,Active,682,West,59,No
C1224,21,Checking,3866.22,,Active,716,East,28,Yes
C1225,35,Checking,15379.43,2022-07-10,Active,611,North,115,No
C1226,54,Checking,7266.71,2022-02-07,Active,581,West,57,No
C1227,41,Checking,7983.4,2018-07-05,Active,687,West,67,Yes
C1228,28,Checking,12019.59,2022-06-29,Active,657,North,81,Yes
C1229,32,Checking,2071.82,2018-07-29,Active,723,South,19,Yes
C1230,49,Savings,10022.6,2024-05-24,Churned,674,South,68,No
C1231,32,Checking,1453.27,2024-04-20,Suspended,694,South,12,No
C1232,43,Checking,2691.85,2020-03-08,Churned,566,South,27,No
C1233,41,Savings,2603.32,2022-01-24,Active,812,North,32,No
C1234,33,Checking,23195.33,2024-03-16,Active,668,East,168,Yes
C1235,66,Checking,4161.3099999999995,2021-03-28,Active,728,East,5,No
C1236,48,Savings,7397.28,2018-10-29,Active,621,West,63,Yes
C1237,18,Savings,7940.95,2022-05-02,Active,701,West,60,Yes
C1238,43,Savings,5104.22,2023-08-28,Active,588,West,47,No
C1239,33,Checking,17785.05,2023-01-19,Active,711,East,125,No
C1240,51,Savings,4264.16,2024-03-02,Active,655,North,41,No
C1241,31,Savings,3023.23,2021-02-19,Active,682,North,27,No
C1242,39,Checking,1217.84,2024-12-27,Churned,728,East,12,No
C1243,47,Checking,9406.44,2025-08-18,Active,593,North,73,No
C1244,51,Checking,8105.58,2024-11-07,Active,632,West,62,Yes
C1245,26,Checking,3060.51,2019-05-02,Churned,712,South,32,No
C1246,36,Checking,303.1,2019-06-12,Active,826,North,13,No
C1247,35,Checking,11108.01,2019-02-01,Active,670,East,77,Yes
C1248,33,Checking,218.9,2022-06-02,Active,721,South,5,No
C1249,62,Savings,7448.29,2022-03-09,Active,672,North,59,No
C1250,45,Checking,21240.99,2021-10-20,Churned,677,North,153,No
C1251,25,Checking,3603.91,2024-04-03,Active,557,West,38,No
C1252,52,Savings,1757.07,2022-02-06,Active,686,South,17,Yes
C1253,66,Checking,7472.06,2019-08-14,Active,677,East,50,Yes
C1254,53,Savings,10343.82,2020-03-26,Active,504,East,79,Yes
C1255,22,Checking,4893.64,2024-10-03,Churned,700,South,37,No
C1256,35,Savings,20623.9,2023-09-17,Active,689,East,150,No
C1257,56,Checking,468.31,2022-07-03,Active,660,North,17,Yes
C1258,32,Savings,4366.71,2023-08-11,Active,672,West,31,Yes
C1259,46,Savings,7754.76,2018-06-14,Active,850,South,52,No
C1260,50,Checking,12060.92,2018-07-05,Churned,661,West,83,No
C1261,29,Savings,1335.26,2018-06-09,Active,715,North,16,No
C1262,40,Savings,9806.73,2019-07-16,Active,634,West,72,No
C1263,18,Checking,4977.25,2021-09-26,Active,700,West,41,Yes
C1264,28,Checking,3180.59,2023-04-25,Active,663,North,26,Yes
C1265,37,Checking,997.41,2023-10-29,Active,651,North,14,No
C1266,26,Savings,12178.04,2023-02-15,Churned,807,West,93,No
C1267,60,Checking,1176.67,2019-09-03,Active,762,North,20,No
C1268,23,Savings,2374.54,2024-10-19,Churned,689,North,30,No
C1269,35,Checking,2205.33,2023-10-13,Active,518,East,23,No
C1270,42,Savings,12456.95,2019-07-27,Active,654,North,87,No
C1271,58,Checking,6851.32,2021-09-05,Active,850,East,52,Yes
C1272,23,Savings,9707.89,2024-11-16,Active,663,West,75,No
C1273,54,Savings,1879.84,2021-07-28,Churned,757,South,24,Yes
C1274,41,Savings,6032.96,2019-10-28,Active,780,East,47,No
C1275,29,Savings,5238.23,2022-05-29,Active,695,West,42,No
C1276,46,Savings,4161.3099999999995,2024-11-30,Active,621,East,9,Yes
C1277,43,Checking,14342.32,2021-05-10,Active,509,East,98,No
C1278,33,Checking,223.39,2024-08-28,Active,727,North,10,Yes
C1279,41,Checking,6875.51,2021-10-09,Active,622,North,59,No
C1280,36,Checking,469.37,2023-09-09,Active,692,West,10,No
C1281,42,Checking,4925.85,2023-09-19,Active,592,North,33,Yes
C1282,48,Savings,2184.97,2023-12-21,Active,661,North,19,No
C1283,60,Checking,2348.42,2023-06-30,Active,682,South,30,Yes
C1284,26,Savings,2762.07,2024-04-24,Active,698,North,31,No
C1285,41,Checking,5975.95,2021-05-12,Active,601,South,47,No
C1286,18,Savings,2589.24,2023-04-30,Suspended,763,East,24,No
C1287,39,Checking,8066.28,2018-03-10,Active,638,North,64,No
C1288,48,Savings,3260.4,2022-02-17,Active,562,East,27,No
C1289,44,Savings,574.81,2021-09-18,Active,672,North,12,No
C1290,33,Checking,9338.19,2025-07-22,Active,682,South,73,No
C1291,38,Checking,2169.2,2019-03-25,Active,691,North,15,No
C1292,35,Savings,3551.91,2022-09-03,Active,775,East,25,Yes
C1293,33,Checking,7089.56,2024-07-18,Active,663,East,62,No
C1294,51,Checking,2574.9,2021-06-14,Active,671,East,26,Yes
C1295,45,Checking,499.5,2025-09-19,Active,602,South,14,No
C1296,32,Checking,2959.67,2025-01-21,Active,737,West,25,Yes
C1297,51,Savings,17492.68,2018-04-20,Churned,692,East,130,No
C1298,44,Checking,6308.88,2024-09-10,Active,650,East,49,No
C1299,50,Savings,6828.93,2023-04-28,Active,546,South,55,Yes
C1300,48,Checking,6152.64,2020-12-23,Churned,781,West,56,Yes
C1301,31,Savings,1481.31,2025-05-09,Active,594,South,20,No
C1302,34,Checking,3401.15,2024-06-27,Churned,638,East,36,No
C1303,49,Checking,8490.36,2024-06-23,Active,705,West,61,No
C1304,48,Checking,791.32,2020-07-21,Churned,596,West,11,No
C1305,40,Savings,2103.16,2018-07-30,Active,575,West,19,No
C1306,42,Savings,2090.43,2024-07-18,Churned,531,South,18,No
C1307,56,Checking,3544.0,2023-05-22,Active,730,South,36,No
C1308,33,Savings,4161.3099999999995,2019-11-30,Active,641,North,4,No
C1309,47,Savings,569.33,2023-11-18,Churned,850,East,8,No
C1310,38,Savings,4537.6,2025-01-20,Active,610,West,41,No
C1311,38,Checking,1336.06,2024-12-13,Active,615,East,18,No
C1312,54,Savings,21326.21,2022-04-07,Active,640,South,149,No
C1313,50,Checking,871.52,2019-08-29,Active,697,North,13,No
C1314,50,Checking,3251.07,2025-08-20,Churned,647,North,34,Yes
C1315,56,Savings,4161.3099999999995,2020-09-19,Active,722,North,8,No
C1316,41,Savings,7465.62,2018-05-10,Active,611,North,61,No
C1317,49,Savings,3446.66,2024-06-03,Active,583,East,33,No
C1318,37,Checking,2702.7,2025-11-09,Active,554,South,28,No
C1319,44,Savings,3191.12,2019-03-27,Active,524,West,34,Yes
C1320,39,Savings,1991.4,2020-02-21,Active,643,West,17,No
C1321,42,Savings,1528.99,2018-03-19,Active,658,North,19,No
C1322,48,Checking,4108.74,2022-12-12,Suspended,635,East,33,Yes
C1323,41,Checking,2026.23,2021-07-08,Active,767,West,24,No
C1324,66,Checking,-2183.53,2022-09-12,Active,677,East,0,No
C1325,28,Savings,6565.88,2019-09-13,Suspended,656,South,46,No
C1326,26,Savings,20903.72,2022-08-19,Active,554,West,145,No
C1327,54,Checking,5702.55,2025-09-29,Active,640,South,47,Yes
C1328,50,Checking,-630.62,2020-04-15,Active,638,North,0,No
C1329,48,Checking,621.56,2022-08-08,Churned,634,West,15,No
C1330,48,Savings,18297.66,2023-08-18,Active,631,West,122,Yes
C1331,40,Checking,2266.87,2024-11-09,Churned,634,West,29,Yes
C1332,30,Savings,729.51,2023-04-16,Active,652,South,6,No
C1333,41,Savings,5633.43,2018-09-13,Active,635,East,38,Yes
C1334,32,Checking,6013.39,2025-11-30,Active,694,South,47,No
C1335,52,Savings,6423.36,2019-07-20,Active,705,North,44,No
C1336,39,Savings,2016.95,,Active,616,West,22,Yes
C1337,31,Checking,241.36,2020-04-29,Active,768,West,3,No
C1338,37,Checking,20267.08,2024-04-16,Active,611,North,146,Yes
C1339,45,Checking,-1883.24,2021-08-24,Active,566,North,0,No
C1340,34,Savings,6912.56,2025-06-05,Active,706,East,52,No
C1341,31,Savings,7507.92,2023-05-14,Active,622,South,54,No
C1342,43,Checking,5799.77,2023-11-23,Active,702,West,50,No
C1343,43,Savings,2401.72,2022-03-24,Active,511,West,21,No
C1344,34,Checking,2047.28,2021-07-09,Active,777,South,18,No
C1345,35,Savings,5612.87,2019-12-11,Active,727,East,41,Yes
C1346,43,Savings,12213.78,2023-02-26,Active,574,South,82,No
C1347,23,Checking,17744.71,2023-12-24,Active,576,South,119,No
C1348,24,Savings,821.66,2021-11-03,Churned,797,North,15,No
C1349,32,Savings,1159.3,2024-02-16,Active,628,South,9,No
C1350,38,Savings,17523.83,2021-12-22,Active,621,South,117,No
C1351,44,Checking,8153.01,2025-07-31,Active,521,West,64,No
C1352,58,Savings,13023.17,2025-08-20,Active,677,East,97,Yes
C1353,51,Savings,1508.64,2025-03-19,Active,664,South,25,Yes
C1354,39,Savings,5464.36,2025-10-10,Active,730,South,50,Yes
C1355,40,Savings,7396.67,2020-12-18,Active,582,West,53,No
C1356,28,Checking,6988.7,2024-11-03,Active,573,North,56,No
C1357,41,Checking,3297.03,2023-06-07,Active,711,North,32,Yes
C1358,37,Savings,243.09,2020-02-27,Active,750,East,3,Yes
C1359,44,Savings,5396.95,,Active,570,West,47,No
C1360,31,Checking,1900.96,2021-02-16,Active,755,West,14,Yes
C1361,47,Checking,3739.8,2024-04-04,Suspended,682,North,26,Yes
C1362,59,Savings,19110.96,2021-05-07,Active,756,West,141,No
C1363,39,Savings,3205.31,2020-07-10,Active,675,South,31,No
C1364,45,Checking,11138.05,2021-05-04,Churned,503,East,77,No
C1365,49,Savings,1403.53,2021-03-29,Active,669,South,16,Yes
C1366,36,Savings,6846.88,2025-11-27,Active,754,East,56,No
C1367,43,Savings,22785.38,2020-04-29,Active,617,West,164,Yes
C1368,41,Checking,794.8,2025-09-28,Churned,652,East,20,No
C1369,42,Checking,200.13,2025-11-27,Active,667,West,12,Yes
C1370,31,Savings,3560.55,2023-06-26,Active,477,West,33,No
C1371,41,Savings,733.2,2021-07-22,Active,796,East,17,No
C1372,46,Savings,8429.12,2023-05-20,Churned,616,West,59,No
C1373,58,Savings,14908.85,2021-11-29,Active,715,South,114,No
C1374,52,Checking,3565.19,,Active,673,South,25,Yes
C1375,66,Savings,1946.19,2021-01-25,Churned,768,West,24,No
C1376,31,Savings,3569.24,2021-03-24,Active,708,South,26,Yes
C1377,51,Savings,7862.13,2019-05-15,Active,663,North,57,Yes
C1378,43,Savings,204.57,2024-06-06,Active,617,East,6,No
C1379,67,Checking,5491.6,2025-08-03,Active,735,North,44,No
C1380,41,Savings,5850.51,2024-02-03,Churned,548,West,50,Yes
C1381,30,Savings,6241.5,2022-04-05,Active,725,East,56,Yes
C1382,33,Checking,1812.61,2022-06-05,Churned,603,East,14,No
C1383,18,Savings,7661.69,2021-11-14,Active,767,East,62,No
C1384,41,Checking,725.05,2019-08-23,Active,691,North,12,No
C1385,31,Checking,1483.39,2021-04-04,Suspended,725,West,24,No
C1386,42,Savings,12746.4,2018-06-22,Active,685,West,89,No
C1387,45,Checking,8203.05,2021-03-24,Active,557,East,67,No
C1388,63,Checking,233.05,2018-11-20,Active,619,East,8,No
C1389,52,Savings,1863.12,2021-11-19,Churned,727,East,24,Yes
C1390,34,Savings,1597.89,2022-12-17,Active,691,South,25,No
C1391,30,Savings,2044.9,2025-05-10,Active,762,East,24,No
C1392,46,Savings,1856.6,2020-11-16,Active,708,South,25,No
C1393,25,Checking,537.4,2023-05-17,Active,612,East,16,No
C1394,62,Checking,3835.36,2020-05-26,Active,624,East,31,No
C1395,55,Savings,8067.05,2020-04-07,Active,687,North,58,No
C1396,35,Savings,5749.58,2024-01-16,Active,518,West,41,Yes
C1397,41,Checking,6854.42,2021-01-15,Active,677,West,58,Yes
C1398,57,Checking,657.79,,Active,710,East,6,Yes
C1399,39,Checking,18306.0,2025-10-22,Churned,765,North,127,No
C1400,55,Checking,11089.2,2021-01-17,Active,569,West,86,No
C1401,21,Checking,9961.31,2019-07-17,Suspended,767,East,67,Yes
C1402,33,Savings,10539.08,2019-03-24,Active,836,South,77,No
C1403,41,Savings,16342.51,2024-11-26,Active,587,South,115,No
C1404,41,Savings,4864.92,2024-07-31,Churned,733,North,38,Yes
C1405,35,Savings,1490.98,2020-09-07,Active,680,West,10,No
C1406,48,Savings,5904.93,2020-09-20,Active,571,South,44,No
C1407,28,Checking,8299.31,2018-07-27,Suspended,714,South,69,No
C1408,39,Savings,8184.57,2025-07-06,Active,738,South,59,No
C1409,42,Checking,4571.96,2023-12-16,Active,637,East,33,Yes
C1410,47,Savings,575.49,2020-07-13,Active,761,East,11,No
C1411,49,Savings,2932.82,2025-02-26,Active,563,South,21,No
