CustomerID,Age,AccountType,Balance,OpenDate,Status,CreditScore,Region,TransactionCount,HasLoan
C1148,25.0,savings,1524.07,2025-09-06,Active,575.0,East,11,No
C1149,47.0,checking,5516.15,2022-07-22,Active,767.0,North,51,No
C1150,44.0,checking,1385.77,2021-05-03,Active,645.0,East,15,Yes
C1151,44.0,CHECKING,2566.89,2023-02-01,Active,591.0,North,26,No
C1152,45.0,Checking,11737.38,2018-10-26,Active,668.0,North,91,No
C1153,32.0,checking,1542.17,2025-09-21,Active,684.0,West,11,No
C1154,43.0,SAVINGS,592.9,2018-09-03,Active,557.0,West,11,No
C1155,44.0,SAVINGS,579.02,2019-10-10,Active,703.0,South,11,Yes
C1156,32.0,Checking,17109.43,2022-12-06,Active,606.0,South,123,No
C1157,63.0,SAVINGS,4392.51,2022-08-30,Active,799.0,North,44,Yes
C1158,46.0,savings,3309.82,2023-06-07,Churned,716.0,North,30,Yes
C1159,26.0,CHECKING,10142.2,2023-03-18,Active,652.0,South,77,Yes
C1160,48.0,SAVINGS,10990.97,2020-04-15,Churned,627.0,South,85,No
C1161,29.0,SAVINGS,2572.52,2021-10-25,Active,672.0,West,23,Yes
C1162,50.0,savings,7247.54,2024-10-20,Active,722.0,South,55,No
C1163,54.0,CHECKING,8997.42,2019-08-12,Active,678.0,East,65,Yes
C1164,31.0,checking,6529.19,2021-07-04,Active,664.0,East,56,No
C1165,52.0,CHECKING,1136.38,2021-07-31,Active,684.0,West,12,No
C1166,45.0,Savings,12669.19,2021-11-15,Active,637.0,West,89,Yes
C1167,50.0,Checking,4797.37,2022-06-22,Active,655.0,South,34,Yes
C1168,63.0,Checking,2141.66,2019-06-20,Active,533.0,East,15,No
C1169,38.0,Savings,3472.69,2022-02-26,Active,748.0,East,35,No
C1170,31.0,savings,379.77,2023-10-11,Active,700.0,East,17,No
C1171,30.0,Savings,970.88,2024-04-19,Active,625.0,South,16,Yes
C1172,31.0,checking,8852.99,2019-03-11,Active,812.0,West,71,No
C1173,40.0,checking,150.07,2021-07-31,Active,686.0,South,6,No
C1174,45.0,Checking,,2020-09-17,Active,607.0,South,19,No
C1175,44.0,checking,4585.27,2023-03-26,Active,739.0,North,35,Yes
C1176,50.0,Checking,487.1,2019-05-17,Active,707.0,East,4,No
C1177,41.0,Savings,21838.91,2020-12-31,Active,707.0,East,156,No
C1178,,Savings,1688.07,2023-01-16,Active,650.0,South,19,No
C1179,37.0,SAVINGS,2326.15,2020-10-12,Active,711.0,South,25,No
C1180,73.0,SAVINGS,2323.94,2019-08-01,Active,661.0,East,18,Yes
C1181,48.0,Savings,1721.44,2019-02-01,Churned,718.0,East,21,No
C1182,30.0,Checking,158.85,2018-07-27,Churned,546.0,East,2,No
C1183,28.0,Savings,7991.46,2021-04-03,Active,,West,64,No
C1184,46.0,Savings,20589.46,2022-04-23,Active,800.0,West,142,No
C1185,38.0,savings,1673.89,2024-11-25,Active,626.0,West,24,No
C1186,49.0,Savings,6676.87,2022-09-09,Active,637.0,East,56,No
C1187,46.0,checking,8276.36,2020-10-13,Active,648.0,North,65,No
C1188,40.0,Checking,11470.06,2019-10-17,Active,594.0,North,77,Yes
C1189,30.0,savings,3445.62,2021-09-03,Churned,525.0,West,27,Yes
C1190,22.0,SAVINGS,2315.22,2024-06-24,Active,663.0,South,23,Yes
C1191,35.0,CHECKING,2510.88,2021-07-04,Active,689.0,West,18,No
C1192,51.0,Checking,7631.73,2020-02-17,Active,676.0,South,53,Yes
C1193,43.0,checking,10332.39,2019-10-15,Active,669.0,East,77,No
C1194,26.0,Checking,1352.53,2023-08-03,Active,683.0,South,11,Yes
C1195,43.0,SAVINGS,2931.18,2023-10-10,Suspended,751.0,North,33,No
C1196,45.0,checking,14083.07,2023-03-28,Active,666.0,North,106,No
C1197,30.0,checking,10010.87,2023-08-05,Active,639.0,East,71,No
C1198,42.0,CHECKING,25291.86,2021-06-17,Active,660.0,East,173,No
C1199,41.0,Checking,8570.6,2023-07-31,Active,720.0,East,60,No
C1200,27.0,CHECKING,3147.29,2018-04-05,Active,778.0,South,30,No
C1201,45.0,CHECKING,5508.93,2019-01-04,Active,636.0,North,41,Yes
C1202,47.0,Checking,6640.78,2022-05-30,Active,686.0,North,49,No
C1203,53.0,Savings,640.23,2023-09-02,Churned,703.0,East,18,Yes
C1204,53.0,Savings,4868.12,2023-02-16,Active,610.0,East,37,Yes
C1205,24.0,SAVINGS,7563.21,2020-09-13,Active,681.0,South,51,Yes
C1206,29.0,CHECKING,1248.64,2020-05-31,Active,577.0,West,20,Yes
C1207,47.0,savings,9252.02,2024-07-17,Active,556.0,North,63,No
C1208,47.0,CHECKING,5409.14,2021-12-16,Active,705.0,West,46,No
C1209,47.0,CHECKING,18397.11,2018-07-19,Active,653.0,South,125,No
C1210,85.0,CHECKING,410.09,2018-07-27,Active,694.0,West,17,No
C1211,47.0,SAVINGS,1999.97,2021-02-26,Active,678.0,West,23,No
C1212,54.0,Savings,5671.1,2023-07-21,Active,611.0,West,49,Yes
C1213,52.0,SAVINGS,2260.64,2024-09-13,Churned,676.0,North,18,No
C1214,48.0,SAVINGS,7669.49,2025-05-03,Active,593.0,West,62,Yes
C1215,37.0,SAVINGS,8687.88,2025-07-17,Active,777.0,North,65,No
C1216,50.0,Savings,798.96,2023-04-12,Active,585.0,North,11,Yes
C1217,31.0,Savings,4477.48,2021-03-16,Churned,666.0,South,42,No
C1218,38.0,CHECKING,4416.53,2024-01-08,Active,607.0,West,32,Yes
C1219,35.0,SAVINGS,2915.37,2018-02-03,Active,719.0,South,24,No
C1220,41.0,savings,16361.65,2019-03-17,Active,656.0,North,122,Yes
C1221,68.0,Savings,10694.37,2022-11-01,Active,643.0,South,83,Yes
C1222,18.0,Checking,7318.28,2019-07-03,Active,739.0,North,52,Yes
C1223,49.0,Checking,7667.44,2020-12-19,Active,682.0,West,59,No
C1224,21.0,Checking,3866.22,unknown,Active,716.0,East,28,Yes
C1225,35.0,checking,15379.43,2022-07-10,Active,611.0,North,115,No
C1226,54.0,CHECKING,7266.71,2022-02-07,Active,581.0,West,57,No
C1227,41.0,Checking,7983.4,2018-07-05,Active,687.0,West,67,Yes
C1228,28.0,CHECKING,12019.59,2022-06-29,Active,657.0,North,81,Yes
C1229,32.0,Checking,2071.82,2018-07-29,Active,723.0,South,19,Yes
C1230,49.0,savings,10022.6,2024-05-24,Churned,674.0,South,68,No
C1231,32.0,CHECKING,1453.27,2024-04-20,Suspended,694.0,South,12,No
C1232,43.0,Checking,2691.85,2020-03-08,Churned,566.0,South,27,No
C1233,41.0,Savings,2603.32,2022-01-24,Active,812.0,North,32,No
C1234,33.0,CHECKING,23195.33,2024-03-16,Active,668.0,East,168,Yes
C1235,66.0,checking,,2021-03-28,Active,728.0,East,5,No
C1236,48.0,Savings,7397.28,2018-10-29,Active,621.0,West,63,Yes
C1237,18.0,Savings,7940.95,2022-05-02,Active,701.0,West,60,Yes
C1238,43.0,SAVINGS,5104.22,2023-08-28,Active,588.0,West,47,No
C1239,33.0,checking,17785.05,2023-01-19,Active,711.0,East,125,No
C1240,51.0,Savings,4264.16,2024-03-02,Active,655.0,North,41,No
C1241,31.0,Savings,3023.23,2021-02-19,Active,682.0,North,27,No
C1242,39.0,Checking,1217.84,2024-12-27,Churned,728.0,East,12,No
C1243,47.0,Checking,9406.44,2025-08-18,Active,593.0,North,73,No
C1244,51.0,CHECKING,8105.58,2024-11-07,Active,632.0,West,62,Yes
C1245,26.0,CHECKING,3060.51,2019-05-02,Churned,712.0,South,32,No
C1246,36.0,CHECKING,303.1,2019-06-12,Active,826.0,North,13,No
C1247,35.0,Checking,11108.01,2019-02-01,Active,670.0,East,77,Yes
C1248,33.0,CHECKING,218.9,2022-06-02,Active,721.0,South,5,No
C1249,62.0,Savings,7448.29,2022-03-09,Active,672.0,North,59,No
C1250,45.0,Checking,21240.99,2021-10-20,Churned,,North,153,No
C1251,25.0,CHECKING,3603.91,2024-04-03,Active,557.0,West,38,No
C1252,52.0,Savings,1757.07,2022-02-06,Active,686.0,South,17,Yes
C1253,66.0,CHECKING,7472.06,2019-08-14,Active,,East,50,Yes
C1254,53.0,savings,10343.82,2020-03-26,Active,504.0,East,79,Yes
C1255,22.0,CHECKING,4893.64,2024-10-03,Churned,700.0,South,37,No
C1256,35.0,savings,20623.9,2023-09-17,Active,689.0,East,150,No
C1257,56.0,CHECKING,468.31,2022-07-03,Active,660.0,North,17,Yes
C1258,32.0,SAVINGS,4366.71,2023-08-11,Active,672.0,West,31,Yes
C1259,46.0,SAVINGS,7754.76,2018-06-14,Active,850.0,South,52,No
C1260,50.0,checking,12060.92,2018-07-05,Churned,661.0,West,83,No
C1261,29.0,SAVINGS,1335.26,2018-06-09,Active,715.0,North,16,No
C1262,40.0,SAVINGS,9806.73,2019-07-16,Active,634.0,West,72,No
C1263,18.0,CHECKING,4977.25,2021-09-26,Active,700.0,West,41,Yes
C1264,28.0,Checking,3180.59,2023-04-25,Active,663.0,North,26,Yes
C1265,37.0,Checking,997.41,2023-10-29,Active,651.0,North,14,No
C1266,26.0,savings,12178.04,2023-02-15,Churned,807.0,West,93,No
C1267,60.0,Checking,1176.67,2019-09-03,Active,762.0,North,20,No
C1268,23.0,Savings,2374.54,2024-10-19,Churned,689.0,North,30,No
C1269,35.0,checking,2205.33,2023-10-13,Active,518.0,East,23,No
C1270,42.0,SAVINGS,12456.95,2019-07-27,Active,654.0,North,87,No
C1271,58.0,checking,6851.32,2021-09-05,Active,850.0,East,52,Yes
C1272,23.0,Savings,9707.89,2024-11-16,Active,663.0,West,75,No
C1273,54.0,SAVINGS,1879.84,2021-07-28,Churned,757.0,South,24,Yes
C1274,41.0,savings,6032.96,2019-10-28,Active,780.0,East,47,No
C1275,29.0,Savings,5238.23,2022-05-29,Active,695.0,West,42,No
C1276,46.0,Savings,,2024-11-30,Active,621.0,East,9,Yes
C1277,43.0,checking,14342.32,2021-05-10,Active,509.0,East,98,No
C1278,33.0,CHECKING,223.39,2024-08-28,Active,727.0,North,10,Yes
C1279,41.0,checking,6875.51,2021-10-09,Active,622.0,North,59,No
C1280,36.0,checking,469.37,2023-09-09,Active,692.0,West,10,No
C1281,42.0,Checking,4925.85,2023-09-19,Active,592.0,North,33,Yes
C1282,48.0,Savings,2184.97,2023-12-21,Active,661.0,North,19,No
C1283,60.0,checking,2348.42,2023-06-30,Active,682.0,South,30,Yes
C1284,26.0,Savings,2762.07,2024-04-24,Active,698.0,North,31,No
C1285,,Checking,5975.95,2021-05-12,Active,601.0,South,47,No
C1286,18.0,Savings,2589.24,2023-04-30,Suspended,763.0,East,24,No
C1287,39.0,checking,8066.28,2018-03-10,Active,638.0,North,64,No
C1288,48.0,Savings,3260.4,2022-02-17,Active,562.0,East,27,No
C1289,44.0,SAVINGS,574.81,2021-09-18,Active,672.0,North,12,No
C1290,33.0,Checking,9338.19,2025-07-22,Active,682.0,South,73,No
C1291,38.0,CHECKING,2169.2,2019-03-25,Active,691.0,North,15,No
C1292,35.0,Savings,3551.91,2022-09-03,Active,775.0,East,25,Yes
C1293,33.0,checking,7089.56,2024-07-18,Active,663.0,East,62,No
C1294,51.0,Checking,2574.9,2021-06-14,Active,671.0,East,26,Yes
C1295,45.0,checking,499.5,2025-09-19,Active,602.0,South,14,No
C1296,32.0,checking,2959.67,2025-01-21,Active,737.0,West,25,Yes
C1297,51.0,Savings,17492.68,2018-04-20,Churned,692.0,East,130,No
C1298,44.0,checking,6308.88,2024-09-10,Active,650.0,East,49,No
C1299,50.0,Savings,6828.93,2023-04-28,Active,546.0,South,55,Yes
C1300,48.0,CHECKING,6152.64,2020-12-23,Churned,781.0,West,56,Yes
C1301,31.0,SAVINGS,1481.31,2025-05-09,Active,594.0,South,20,No
C1302,34.0,checking,3401.15,2024-06-27,Churned,638.0,East,36,No
C1303,49.0,checking,8490.36,2024-06-23,Active,705.0,West,61,No
C1304,48.0,checking,791.32,2020-07-21,Churned,596.0,West,11,No
C1305,40.0,savings,2103.16,2018-07-30,Active,575.0,West,19,No
C1306,42.0,savings,2090.43,2024-07-18,Churned,531.0,South,18,No
C1307,56.0,Checking,3544.0,2023-05-22,Active,730.0,South,36,No
C1308,33.0,SAVINGS,,2019-11-30,Active,641.0,North,4,No
C1309,47.0,SAVINGS,569.33,2023-11-18,Churned,850.0,East,8,No
C1310,38.0,savings,4537.6,2025-01-20,Active,610.0,West,41,No
C1311,38.0,Checking,1336.06,2024-12-13,Active,615.0,East,18,No
C1312,54.0,savings,21326.21,2022-04-07,Active,640.0,South,149,No
C1313,50.0,CHECKING,871.52,2019-08-29,Active,697.0,North,13,No
C1314,50.0,Checking,3251.07,2025-08-20,Churned,647.0,North,34,Yes
C1315,56.0,SAVINGS,,2020-09-19,Active,722.0,North,8,No
C1316,41.0,SAVINGS,7465.62,2018-05-10,Active,611.0,North,61,No
C1317,49.0,savings,3446.66,2024-06-03,Active,583.0,East,33,No
C1318,37.0,CHECKING,2702.7,2025-11-09,Active,554.0,South,28,No
C1319,44.0,savings,3191.12,2019-03-27,Active,524.0,West,34,Yes
C1320,39.0,Savings,1991.4,2020-02-21,Active,643.0,West,17,No
C1321,42.0,Savings,1528.99,2018-03-19,Active,658.0,North,19,No
C1322,48.0,CHECKING,4108.74,2022-12-12,Suspended,635.0,East,33,Yes
C1323,,checking,2026.23,2021-07-08,Active,767.0,West,24,No
C1324,66.0,checking,-2183.53,2022-09-12,Active,,East,0,No
C1325,28.0,Savings,6565.88,2019-09-13,Suspended,656.0,South,46,No
C1326,26.0,Savings,20903.72,2022-08-19,Active,554.0,West,145,No
C1327,54.0,checking,5702.55,2025-09-29,Active,640.0,South,47,Yes
C1328,50.0,Checking,-630.62,2020-04-15,Active,638.0,North,0,No
C1329,48.0,checking,621.56,2022-08-08,Churned,634.0,West,15,No
C1330,48.0,savings,18297.66,2023-08-18,Active,631.0,West,122,Yes
C1331,40.0,Checking,2266.87,2024-11-09,Churned,634.0,West,29,Yes
C1332,30.0,savings,729.51,2023-04-16,Active,652.0,South,6,No
C1333,41.0,Savings,5633.43,2018-09-13,Active,635.0,East,38,Yes
C1334,32.0,Checking,6013.39,2025-11-30,Active,694.0,South,47,No
C1335,52.0,savings,6423.36,2019-07-20,Active,705.0,North,44,No
C1336,39.0,savings,2016.95,unknown,Active,616.0,West,22,Yes
C1337,31.0,Checking,241.36,2020-04-29,Active,768.0,West,3,No
C1338,37.0,CHECKING,20267.08,2024-04-16,Active,611.0,North,146,Yes
C1339,45.0,checking,-1883.24,2021-08-24,Active,566.0,North,0,No
C1340,34.0,SAVINGS,6912.56,2025-06-05,Active,706.0,East,52,No
C1341,31.0,savings,7507.92,2023-05-14,Active,622.0,South,54,No
C1342,43.0,checking,5799.77,2023-11-23,Active,702.0,West,50,No
C1343,43.0,SAVINGS,2401.72,2022-03-24,Active,511.0,West,21,No
C1344,34.0,checking,2047.28,2021-07-09,Active,777.0,South,18,No
C1345,35.0,Savings,5612.87,2019-12-11,Active,727.0,East,41,Yes
C1346,43.0,SAVINGS,12213.78,2023-02-26,Active,574.0,South,82,No
C1347,23.0,checking,17744.71,2023-12-24,Active,576.0,South,119,No
C1348,24.0,savings,821.66,2021-11-03,Churned,797.0,North,15,No
C1349,32.0,SAVINGS,1159.3,2024-02-16,Active,628.0,South,9,No
C1350,38.0,Savings,17523.83,2021-12-22,Active,621.0,South,117,No
C1351,44.0,Checking,8153.01,2025-07-31,Active,521.0,West,64,No
C1352,58.0,savings,13023.17,2025-08-20,Active,,East,97,Yes
C1353,51.0,Savings,1508.64,2025-03-19,Active,664.0,South,25,Yes
C1354,39.0,Savings,5464.36,2025-10-10,Active,730.0,South,50,Yes
C1355,40.0,SAVINGS,7396.67,2020-12-18,Active,582.0,West,53,No
C1356,28.0,checking,6988.7,2024-11-03,Active,573.0,North,56,No
C1357,,Checking,3297.03,2023-06-07,Active,711.0,North,32,Yes
C1358,37.0,savings,243.09,2020-02-27,Active,750.0,East,3,Yes
C1359,44.0,savings,5396.95,unknown,Active,570.0,West,47,No
C1360,31.0,checking,1900.96,2021-02-16,Active,755.0,West,14,Yes
C1361,47.0,Checking,3739.8,2024-04-04,Suspended,682.0,North,26,Yes
C1362,59.0,SAVINGS,19110.96,2021-05-07,Active,756.0,West,141,No
C1363,39.0,savings,3205.31,2020-07-10,Active,675.0,South,31,No
C1364,45.0,Checking,11138.05,2021-05-04,Churned,503.0,East,77,No
C1365,49.0,SAVINGS,1403.53,2021-03-29,Active,669.0,South,16,Yes
